epoch,train_rmse,train_mae,avg_val_rmse,avg_val_mae,lr,val_rmse_MGFarm_18650_C07,val_rmse_MGFarm_18650_C19,val_rmse_MGFarm_18650_C21,val_mae_MGFarm_18650_C07,val_mae_MGFarm_18650_C19,val_mae_MGFarm_18650_C21
1,0.0598311661481844,0.032669954,0.14250980998224075,0.12913500796059899,9.990133642141359e-05,0.14052982265806585,0.17570767844073878,0.11129192884791758,0.1297917449434602,0.1635094670879681,0.0941038118503686
2,0.03930859274094272,0.021546252,0.17718598817081535,0.16039213027785323,9.96057350657239e-05,0.18027659366290757,0.19999985290367367,0.15128151794586486,0.16660442368320685,0.18228829741720928,0.13228366973314357
3,0.03697157295598737,0.021019958,0.16952382439261246,0.15440485308456672,9.911436253643444e-05,0.1691975172507521,0.20497025699619065,0.13440369893089457,0.15794224024499512,0.1900200443077886,0.11525227470091647
4,0.042141882603699665,0.0196746,0.17052790707155083,0.15606210937110057,9.842915805643155e-05,0.1710274415137369,0.201168126576955,0.1393881531239606,0.15978780189605166,0.18664035803860207,0.121758168178648
5,0.04111092351768027,0.019606417,0.1785035390563262,0.16330916947101226,9.755282581475769e-05,0.17957481054083554,0.20880331650789874,0.1471324901202443,0.16783658804220386,0.19239394293669962,0.12969697743413333
6,0.04161598958072313,0.019393727,0.16396071870639448,0.1499196488093887,9.648882429441257e-05,0.1635434945469659,0.19605348515277407,0.13228517641944348,0.15268686532050077,0.18282738566067103,0.1142446954469943
7,0.046829436126447695,0.01978972,0.17828993445103047,0.1631798386692984,9.524135262330098e-05,0.17888766769866016,0.210504022096979,0.14547811355745233,0.16742692322354283,0.19486304829785964,0.12724954448649273
8,0.05112157524913392,0.020343727,0.17846220357452788,0.1627462824698672,9.381533400219317e-05,0.17907690160387865,0.21169065355784306,0.14461905556186191,0.1672745027536188,0.19532124713267088,0.12564309752331193
9,0.04969780901979064,0.02036803,0.17509717336103395,0.15965677527793562,9.221639627510075e-05,0.17501688394380455,0.20914497010116243,0.14112966603813487,0.16347376654458526,0.19303189476961943,0.12246466451960221
10,0.049138504601658806,0.020933913,0.16833732253364464,0.15388621847169426,9.045084971874735e-05,0.16652866934160448,0.20552371676454279,0.13295958149478665,0.1558939562185693,0.19052080560827955,0.11524389358823392
11,0.051100297624005586,0.021340573,0.16646743931391553,0.15217812062442482,8.852566213878945e-05,0.16438369088798707,0.20366905497413154,0.131349572079628,0.15387278251689485,0.18854562757509719,0.11411595178128241
12,0.052108782426955984,0.023391008,0.16628115583541894,0.15226793955289766,8.644843137107056e-05,0.16519412252882495,0.2009483370000788,0.132701007977353,0.15466554383392836,0.18722817941724554,0.11491009540751915
13,0.04668796300497825,0.019849475,0.16295128680826307,0.14917162856413096,8.422735529643442e-05,0.16152444996572826,0.19801757333158998,0.129311837127471,0.15128447624917507,0.18414797063661412,0.11208243880660367
14,0.046625873061533776,0.020527855,0.1604742293461742,0.14725918750457054,8.187119948743447e-05,0.15885450106591475,0.1947851128218102,0.12778307415079765,0.1489364680300128,0.18118664212654412,0.11165445235715467
15,0.0480685837217444,0.020967089,0.1632476580745819,0.14797245503912024,7.938926261462366e-05,0.16270850233893766,0.19740869136782943,0.12962578051697857,0.15120524149234596,0.18244799053397015,0.1102641330910446
16,0.04829536859380576,0.020256314,0.1639595735444568,0.14886851266040554,7.679133974894982e-05,0.1634908880728367,0.19821575077618034,0.13017208178435338,0.15211988236419127,0.18317023843465224,0.11131541718237313
17,0.05231313677572557,0.024446316,0.16022621189321493,0.14460883410422568,7.408768370508575e-05,0.16011516362657202,0.1925874238134883,0.12797604823958442,0.1482232709859471,0.1775073824926599,0.10809584883407006
18,0.04907236106951125,0.02097701,0.16145661993022423,0.14544965175593313,7.128896457825361e-05,0.16159078155344486,0.1948988673962388,0.127880210840989,0.149630612596389,0.17935465021810434,0.10736369245330604
19,0.04841523492299753,0.020484086,0.16377517307175826,0.14764341137495357,6.840622763423389e-05,0.16405933466125974,0.19745596350933853,0.12981022104467654,0.152014077714933,0.18152560332370146,0.10939055308622624
20,0.04965491393083129,0.020906692,0.16492108764899746,0.1488775615964837,6.545084971874736e-05,0.16529118711512353,0.1984581225550736,0.13101395327679527,0.15330932725595384,0.18266618749990746,0.11065717003358974
21,0.050746212800307465,0.021584291,0.16301972483220908,0.14706619802853238,6.243449435824272e-05,0.16336331785962682,0.19513188459876737,0.13056397203823308,0.15124819666720596,0.17970544163225124,0.11024495578613992
22,0.050688283986526396,0.020819955,0.16326407664665757,0.14716312396991524,5.9369065729286224e-05,0.16337661951974225,0.1969667404390479,0.12944886998118257,0.15134412515137596,0.18112656938871605,0.1090186773696537
23,0.051559661123950225,0.02090764,0.165827712397451,0.14957717007495322,5.626666167821521e-05,0.16572163998700587,0.20122041943509625,0.1305410777702509,0.15375320363304296,0.1850370115602989,0.10994129503151777
24,0.052340894974072134,0.02103996,0.16468768641209844,0.14859820307347535,5.3139525976465657e-05,0.16441650627039603,0.19946097758504017,0.1301855753808592,0.1524987501430758,0.18340608186525537,0.10988977721209484
25,0.05305370504618238,0.021449756,0.1630754089508634,0.14708985643793127,4.999999999999998e-05,0.16243608186329384,0.19818101028836196,0.1286091347009344,0.15060379589289244,0.18206504446332913,0.10860072895757224
26,0.05653620467081633,0.024133729,0.1550554873739819,0.13957701998041658,4.6860474023534314e-05,0.15342076309991287,0.18980072424417735,0.1219449747778555,0.14191929735295283,0.17398649657963128,0.10282526600866557
27,0.05352858605933175,0.022965245,0.14802431586616385,0.13310166862770406,4.3733338321784775e-05,0.1462872627523781,0.18105620167010503,0.11672948317600845,0.13486210695396456,0.16668235288713357,0.09776054604201406
28,0.05333553304651651,0.022784326,0.144414973578227,0.12990471618425545,4.063093427071375e-05,0.14237100619202686,0.1771817642347927,0.11369215030786142,0.1312024854336771,0.16353105526852416,0.09498060785056507
29,0.05305495821884294,0.02271581,0.14471652216860667,0.13027121405283867,3.756550564175724e-05,0.14266741409943615,0.17702517062174455,0.11445698178463935,0.13144375908512743,0.16384911154970652,0.09552077152368209
30,0.057335170571608855,0.02416398,0.1467897360940823,0.1321750057956608,3.454915028125263e-05,0.14488839250231386,0.17953065361974535,0.1159501621601877,0.13356586967519624,0.16630059236349107,0.09665855534829516
31,0.05859212064210484,0.024036622,0.1486092800000697,0.13388289788401536,3.1593772365766105e-05,0.14682337072560211,0.18191533418062128,0.11708913509398572,0.13544426446727426,0.16866612287774999,0.0975383063070218
32,0.05867122645635968,0.023778722,0.15045447993130887,0.13580994862644905,2.8711035421746357e-05,0.14853606102958355,0.18477852473539935,0.1180488540289437,0.13729572653712177,0.17183378941966326,0.09830032992256207
33,0.05883947807927285,0.024214687,0.15429037170094287,0.13939710523390222,2.591231629491422e-05,0.15361593920237743,0.18766188572235173,0.12159329017809944,0.14229303411428595,0.17418955543528888,0.10170872615213179
34,0.060514538390396104,0.024574785,0.15436874504405518,0.13938413830938923,2.3208660251050148e-05,0.1538533811106091,0.18693630495470234,0.1223165490668541,0.14231700766012798,0.17367079085505094,0.10216461641298878
35,0.06252274934579019,0.024447618,0.1540419296690618,0.13910383380541874,2.061073738537634e-05,0.15362120187648498,0.18576743403967924,0.1227371530910212,0.14199772106030972,0.17263505843412033,0.10267872192182619
36,0.06427641553653783,0.024802253,0.15428812125392338,0.13937860697079954,1.8128800512565503e-05,0.15385995879637956,0.18572311613288137,0.12328128883250922,0.1422440978427694,0.1725308141271031,0.10336090894252609
37,0.06307636651059016,0.02435818,0.15445805160850454,0.13959152268995859,1.5772644703565555e-05,0.1539600177796457,0.18560728038070703,0.12380685666516086,0.14234125274675913,0.17230436423243337,0.10412895109068325
38,0.06277921190250489,0.024353096,0.15318371729615954,0.1384160910125159,1.3551568628929426e-05,0.15239332289387586,0.18448202410979095,0.1226758048848118,0.14084056926454278,0.17119926645471323,0.10320843731829173
39,0.06362095186964473,0.024711784,0.1518139451418479,0.1371999338816953,1.1474337861210536e-05,0.1507067674389733,0.18312648442834983,0.12160858355822057,0.13925272829352828,0.1700844123808791,0.10226266097067852
40,0.06651772052772316,0.025635464,0.1493584577308801,0.13494565747304574,9.549150281252626e-06,0.14791830835658362,0.1808084744010089,0.11934859043504785,0.13659950855784153,0.16800867267491257,0.10022879118638313
41,0.07033411556811256,0.027089093,0.14707254699272665,0.13276543300519658,7.783603724899252e-06,0.14543423081534432,0.17830774931011,0.11747566085272568,0.13414152498272974,0.1655876126627093,0.09856716137015063
42,0.07407840456634472,0.028941454,0.14595847523848002,0.1318544290108229,6.184665997806817e-06,0.1440670635735613,0.17731542216650975,0.11649293997536894,0.13296398975460513,0.16465984212055654,0.09793945515730701
43,0.07716424648887135,0.0310058,0.144025416756509,0.1301428947034267,4.75864737669903e-06,0.14176545394739198,0.17572465361813489,0.11458614270400014,0.1308342129620249,0.16332839848969016,0.096266072658565
44,0.08041682299050218,0.033546213,0.14232254812205158,0.1286178801274973,3.5111757055874303e-06,0.13982177417871838,0.17412461683893524,0.1130212533485011,0.12896675816977476,0.16198196504890608,0.09490491716381108
45,0.08603687977802764,0.037496902,0.13948382228505785,0.12544058859020132,2.4471741852423216e-06,0.13709027352467687,0.1704101571944694,0.11095103613602728,0.125710974287088,0.15803011332824127,0.09258067815527476
46,0.09602449265335432,0.044513177,0.13554738487735782,0.11991710480878641,1.5708419435684504e-06,0.13424286553312995,0.16317572454378132,0.1092235645551621,0.12123204491605949,0.14818562942569372,0.09033364008460597
47,0.11261436834482907,0.057183504,0.1330446143527327,0.11705995883788395,8.856374635655631e-07,0.1319257004279717,0.15944225986097957,0.10776588276924684,0.11852521539686504,0.14373267579859056,0.08892198531819623
48,0.14476776115329762,0.083119944,0.12810429106365673,0.11199586806273544,3.942649342761114e-07,0.12684730517337447,0.15354811496544504,0.10391745305215065,0.113123656603858,0.13769231765934217,0.08517162992500615
49,0.18467942333214749,0.12848584,0.11623261336652409,0.09954047406849437,9.866357858642197e-08,0.11529752180645396,0.13658170541062065,0.09681861288249767,0.09945346845406056,0.12091432573144352,0.07825362801997905
50,0.2223046319635127,0.16151112,0.07300593608110266,0.06036928303303978,0.0,0.06776659186272461,0.08412773420111411,0.06712348217946926,0.05455019439749791,0.07209117215941546,0.054466482542205964
51,0.264900827415811,0.18580642,0.07300593608110266,0.06036928303303978,9.866357858642205e-08,0.06776659186272461,0.08412773420111411,0.06712348217946926,0.05455019439749791,0.07209117215941546,0.054466482542205964
52,0.2175403757690663,0.15113613,0.07214092982638191,0.058583303322930824,3.942649342761062e-07,0.06814516073009086,0.07743450377967802,0.07084312496937682,0.05476177304694469,0.06356927792251538,0.0574188589993324
53,0.14019738427995299,0.097268425,0.11250252662598863,0.09700400529365898,8.856374635655695e-07,0.10856804846950055,0.1376454113227319,0.09129412008573343,0.09477717040493111,0.12224690954290977,0.07398793593313605
54,0.11857281225670896,0.06495635,0.12048052895560653,0.10494076573087756,1.5708419435684407e-06,0.1179607456642428,0.14588024444422995,0.0976005967583469,0.10473788894754578,0.13006759628796863,0.08001681195711827
55,0.0931182307352015,0.0462655,0.12384630079407764,0.10848788295174772,2.447174185242318e-06,0.12136598955387982,0.150272038439858,0.09990087438849511,0.10841198664320073,0.13495882122724015,0.08209284098480225
56,0.0787771579173924,0.035727788,0.12880832952873303,0.11360728806535196,3.511175705587427e-06,0.12635001469709248,0.15627492344973798,0.1038000504393687,0.11359198461580429,0.1415669836242264,0.08566289595602515
57,0.07135328679525615,0.030727535,0.1337290304850999,0.11882764922904022,4.758647376699015e-06,0.13137959701564617,0.16238048285975018,0.10742701157990336,0.11913915759271822,0.14823717342810652,0.08910661666629592
58,0.07914468922942232,0.037737817,0.14654180883906195,0.13022569573470436,6.184665997806826e-06,0.14562351161086323,0.17580257406587954,0.11819934084044309,0.13260382738970353,0.16003497100719402,0.09803828880721555
59,0.07585892767191606,0.0411551,0.16424516591401933,0.1460224208281791,7.78360372489924e-06,0.16559203534043393,0.19203978909643069,0.1351036733051934,0.15099603847691948,0.1745549303672611,0.11251629364035673
60,0.06248053978335572,0.02813382,0.18449899154661933,0.1632411476896778,9.54915028125261e-06,0.18937037461221903,0.2108496967385018,0.1532769032891372,0.1727130942677548,0.19130795848323492,0.12570239031804367
61,0.0665476855777628,0.026799886,0.19490759148540682,0.17160566872514002,1.1474337861210536e-05,0.20202439545680592,0.21917484210718446,0.16352353689223015,0.18358685281970308,0.19802073903030218,0.1332094143254148
62,0.06256602677208227,0.023866432,0.18753310845434867,0.1661265631184787,1.3551568628929409e-05,0.19222948493387743,0.2152695421070833,0.15510029832208527,0.17549526914899463,0.1955065601442805,0.127377860062161
63,0.061576033283079666,0.02299871,0.18396439918620577,0.1633486224406618,1.5772644703565565e-05,0.18785251471652667,0.21294485194150636,0.15109583090058432,0.17181585893060705,0.19361132389483202,0.12461868449654638
64,0.05862073000007805,0.023069577,0.18585998237339427,0.16462073622460427,1.8128800512565517e-05,0.1909087305292303,0.21200211250832462,0.15466910408262785,0.1742044712452233,0.1923535743851152,0.12730416304347428
65,0.05765804390000648,0.021762531,0.18079587230623748,0.16085364128947985,2.0610737385376332e-05,0.18426424782342554,0.20959940554470852,0.14852396355057837,0.16880755796742017,0.19089226271347,0.12286110318754938
66,0.057561519746673284,0.0214513,0.17334142964176055,0.15452653616916515,2.320866025105018e-05,0.1757337155795902,0.2030641153672403,0.1412264579784511,0.1611339577756953,0.18597498886221425,0.11647066186958582
67,0.059219570197067486,0.021614695,0.17480516136126142,0.156205092899861,2.5912316294914232e-05,0.17704829098575925,0.20539574013750136,0.1419714529605236,0.1627868443620124,0.18840559625489614,0.11742283808267447
68,0.05910458636733573,0.021597466,0.1726676303903977,0.15472535690158723,2.871103542174638e-05,0.17448728079196554,0.2037940341230319,0.13972157625619572,0.16076277730578437,0.1874237276873241,0.11598956571165325
69,0.05806857953793923,0.021097342,0.16804778959309533,0.15106719377274783,3.15937723657661e-05,0.16890335543477275,0.1994410771732802,0.13579893617123306,0.1557554867400765,0.1841225098685373,0.11332358470962967
70,0.058187375536342435,0.020691007,0.17004343724331514,0.15332406560836534,3.454915028125261e-05,0.17079600140914156,0.20227326371981494,0.13706104660098883,0.15804270735687892,0.18696071180768092,0.11496877766053622
71,0.05783023626115905,0.020299498,0.16960988504112315,0.15338802167106222,3.756550564175727e-05,0.1698459171185849,0.20232846036299937,0.13665527764178512,0.1574691028817874,0.18721440516180674,0.11548055696959253
72,0.057073518820353004,0.020079246,0.17077010252444935,0.15494712268670574,4.063093427071376e-05,0.17062133062845805,0.20446298605794272,0.1372259908869473,0.15861786580116669,0.18925965444030934,0.11696384781864125
73,0.0573496766206583,0.020129973,0.16714377525565796,0.15182217156426625,4.373333832178476e-05,0.16637388279301962,0.20101018496386186,0.13404725801009243,0.15468548522687267,0.1866837819778263,0.11409724748809982
74,0.057494304683533774,0.02004246,0.17180289724332343,0.15680394024799713,4.6860474023534335e-05,0.17117785116628184,0.20669159096982215,0.1375392495938663,0.15991700514932722,0.19202490655078272,0.11846990904388145
75,0.055240482818727496,0.019667754,0.17033828045904206,0.1558199935921338,4.999999999999999e-05,0.16926122666820254,0.20567927521764917,0.13607433949127443,0.15840065097519038,0.19150290549983445,0.11755642430137656
76,0.05638041362319165,0.02014844,0.1633021465445538,0.14898683872710697,5.3139525976465636e-05,0.16259138721899588,0.19601572764287659,0.131299324771789,0.1514523321316609,0.18211923550102868,0.11338894854863135
77,0.058576123776744135,0.020392643,0.15984901447535302,0.1459630403393532,5.626666167821521e-05,0.15877135373005447,0.19342422486362218,0.12735146483238236,0.14805957007429527,0.18025266966823925,0.10957688127552508
78,0.05789333361517839,0.020282341,0.1574396635510561,0.14353189856901963,5.936906572928621e-05,0.15623789824420992,0.19074390993393547,0.1253371824750229,0.14546769161383774,0.17731318124399745,0.10781482284922368
79,0.05709444723604367,0.020228054,0.1564016337308358,0.1424367393004848,6.243449435824273e-05,0.15505858078921594,0.19003477866197918,0.1241115417413122,0.1442853434879606,0.1766648966968582,0.10635997771663562
80,0.05536179314165139,0.01998926,0.1572407569205896,0.14311565636991883,6.545084971874734e-05,0.15581263966414635,0.1913011962489164,0.12460843484870604,0.14493972444582626,0.1776714436490009,0.10673580101492935
81,0.052554485624237,0.019663082,0.157964258654421,0.14359403598837917,6.840622763423386e-05,0.15698711299144733,0.19119713485763232,0.12570852811418343,0.14591967453771493,0.1771154966601971,0.10774693676722547
82,0.04801793741301134,0.01921673,0.16158341261435807,0.14726223375949854,7.128896457825357e-05,0.1606758764357201,0.1955947231927005,0.12847963821465364,0.1498002908959153,0.18209761734707783,0.10988879303550245
83,0.046989778638605206,0.018909412,0.16650751123947818,0.15174121742177746,7.408768370508576e-05,0.16607088859796953,0.2004354324991475,0.13301621262131755,0.154879001590464,0.1862125251356874,0.11413212553918094
84,0.047126935402975245,0.018726302,0.16595051824307652,0.1510134353048031,7.679133974894982e-05,0.16539702392839792,0.2010633525266122,0.1313911782742195,0.15420428368746347,0.18687236692211415,0.11196365530483171
85,0.052573227086806576,0.019811265,0.1652132119418824,0.15023095816374238,7.938926261462363e-05,0.16482849158077414,0.1997985762639915,0.13101256798088154,0.1535591477194926,0.18557694047254067,0.11155678629919387
86,0.050308115663338926,0.01945037,0.1645757016273838,0.14935061320679807,8.187119948743444e-05,0.1642878560288675,0.19856429260777525,0.1308749562455087,0.1528082724591329,0.1836295604577208,0.1116140067035405
87,0.047054253516523016,0.019169545,0.16165804909982467,0.1459009966203224,8.422735529643437e-05,0.16167048299793374,0.19442639599267295,0.1288772683088673,0.14971152804097201,0.17871433083577964,0.10927713098421556
88,0.04792531288871939,0.020260183,0.16763560969595445,0.15191499404541625,8.644843137107053e-05,0.1677849200778202,0.20144645141918469,0.13367545759085836,0.15598628201847928,0.18515862897759297,0.1146000711401765
89,0.046632217445154285,0.02032254,0.1671260419517532,0.1517079267570594,8.852566213878945e-05,0.16681324324373367,0.2016023743578099,0.13296250825371603,0.15527049743141344,0.18595734654237842,0.11389593629738635
90,0.046670546097273086,0.020253086,0.16906917776244404,0.15383780136103967,9.045084971874734e-05,0.168515418208261,0.20404410786745744,0.13464800721161374,0.15713227794565063,0.18870531921406114,0.11567580692340727
91,0.04771131886888926,0.020853672,0.16874683408578442,0.1535623661821173,9.221639627510072e-05,0.1681796574918983,0.20464285011599684,0.13341799464945808,0.15684582158791163,0.18973288054029763,0.11410839641814259
92,0.04913857515830364,0.021739177,0.1702121848815404,0.15492774124724862,9.381533400219313e-05,0.16965472426210135,0.2070754191431619,0.13390641123935798,0.15831643900475015,0.1920520592538047,0.11441472548319098
93,0.048817027417121156,0.021155972,0.1721700598036712,0.15683855310750033,9.524135262330094e-05,0.17176197633722906,0.20925733080639328,0.13549087226739132,0.16044484271776335,0.19434302518123395,0.11572779142350369
94,0.05062676503767939,0.021598069,0.17409064802732507,0.15848492210098683,9.648882429441254e-05,0.17362368408391482,0.21186318277254457,0.13678507722551586,0.16211393364909082,0.19654920586638136,0.1167916267874883
95,0.05366761329887302,0.022750346,0.1721274100857836,0.1565557593791588,9.755282581475765e-05,0.17153776682382493,0.21035116564167744,0.1344932977918485,0.1601276595935659,0.19539484187160752,0.11414477667230302
96,0.05346436195255208,0.022762679,0.17352287091686258,0.15812759934583587,9.842915805643151e-05,0.17271153820383778,0.21191930602469528,0.13593776852205466,0.16141174779166442,0.19697256608669952,0.11599848415914364
97,0.05567756366945089,0.025027039,0.17835066628443222,0.16131923879058419,9.911436253643439e-05,0.17921789283031547,0.21253439205796906,0.14329971396501218,0.16643258168172934,0.19571484645607887,0.12181028823394437
98,0.06324797508263919,0.02382006,0.16740563158824437,0.151924559724916,9.960573506572383e-05,0.16673304236498807,0.20362966088063691,0.13185419151910813,0.15501608352171925,0.19005298265320586,0.11070461299982294
99,0.06068338413200294,0.022683604,0.1717243897425098,0.15651832917178468,9.990133642141353e-05,0.17029881003765596,0.21114861542343322,0.13372574376644022,0.1591782569502327,0.19673354441950203,0.11364318614561937
100,0.05095913760992756,0.020726299,0.17096949765711575,0.15563478757921997,9.999999999999996e-05,0.16968311297700467,0.20928478937472333,0.13394059061961916,0.15839461159601814,0.19465677936858022,0.1138529717730615
101,0.04869662186906488,0.020077884,0.1720567015668478,0.15669702472161384,9.990133642141355e-05,0.1710329746387666,0.20945842033910836,0.13567870972266832,0.15967499382779757,0.1946366147940501,0.11577946554299387
102,0.04719760581357403,0.019650046,0.17302271461315075,0.15764821171686239,9.960573506572386e-05,0.17212970114461942,0.2098650552979559,0.13707338739687688,0.16071472844070897,0.1949507968947774,0.1172791098151008
103,0.047708213840676264,0.019891351,0.16769690812195034,0.15293082767325145,9.91143625364344e-05,0.16835319422364753,0.20053007358278596,0.13420745655941754,0.15726719229545452,0.18675875121875496,0.1147665395055449
104,0.04744934231429129,0.02012563,0.15948778218589704,0.14547784368268396,9.842915805643151e-05,0.1632243095892873,0.1850168989748036,0.13022213799360022,0.15240751709773528,0.1724876482855137,0.1115383656648029
105,0.04602604033501309,0.019736223,0.1721781892418551,0.15695680524082087,9.755282581475765e-05,0.1713258665451699,0.2084265132790283,0.13678218790136715,0.15999846209465857,0.19370619796736346,0.11716575566044052
106,0.04812899570120126,0.020184614,0.15161785618034743,0.1390290455450122,9.648882429441253e-05,0.15318572764666147,0.1786093158456045,0.12305852504877635,0.14386728023174242,0.1665783830206685,0.10664147338262572
107,0.04470348087209033,0.01923742,0.1378595436283181,0.12443928192383992,9.524135262330094e-05,0.1472183606392605,0.15039019418941424,0.11597007605627951,0.1368890329603229,0.13605177238116667,0.10037704043003019
108,0.0443102691304837,0.018985868,0.14845112376191605,0.1332768270601574,9.381533400219315e-05,0.16308701088039962,0.1531271997460169,0.1291391606593316,0.15220124522249381,0.1359341455397961,0.11169509041818226
109,0.04299719808744891,0.018856194,0.17274331804489731,0.15748373014371977,9.221639627510073e-05,0.17226052266607259,0.20783657343413312,0.13813285803448627,0.16081595875605215,0.19330370448053488,0.11833152719457228
110,0.05055981449882841,0.020349696,0.17018266388604228,0.15495601942745385,9.045084971874733e-05,0.16961292221906238,0.20497138209356494,0.13596368734549946,0.1581689971298596,0.19046208055790292,0.11623698059459905
111,0.04608182208304133,0.019569973,0.16953503623405183,0.15436778731717474,8.85256621387894e-05,0.16894248157771505,0.20422023604821618,0.13544239107622427,0.157540389975772,0.1897798862777167,0.1157830856980355
112,0.04774932090152324,0.019712783,0.16794086871015335,0.15252731324280108,8.644843137107053e-05,0.16736270717717552,0.20212784045564705,0.13433205849763744,0.15579914849055368,0.1872881560505612,0.11449463518728833
113,0.046273332170067044,0.02000645,0.16853036724506865,0.15228502147974135,8.422735529643441e-05,0.16898786883831068,0.2009847627365632,0.13561847016033196,0.15667278238997417,0.18481370295778415,0.11536857909146578
114,0.045364733119908796,0.019169925,0.16887866299142773,0.1531955443070537,8.187119948743445e-05,0.16875735170203734,0.20262094544690187,0.13525769182534397,0.15691018775194898,0.1873048946420959,0.11537155052711624
115,0.04647515634823761,0.019703804,0.1668314934303495,0.15147581915754904,7.938926261462359e-05,0.1665290568413898,0.2010509454939588,0.1329144779556999,0.1549450172839509,0.18647161782449082,0.11301082236420543
116,0.05334144434813899,0.021330465,0.16775971621525385,0.15247487928070932,7.679133974894979e-05,0.16728451949320258,0.20242479100050148,0.13356983815205745,0.15588501886964376,0.18750396816650294,0.1140356508059812
